,0,1,2,3,4,5,6
409,東京ビジネスサービス株式会社 | 直行直帰OK/オフィスビル中心/手厚い資格手当で高収入も◎,《60種類の資格手当を用意！毎月最大5万円支給》オフィスビルや商業施設などに常駐し、設備の各種操作、保守・点検業務をお任せ。※残業は月10h以内◎,《☆20~60代の幅広い年齢層が活躍！》■学歴・年齢不問！未経験・第二新卒歓迎♪(丁寧な研修で安心◎)有資格者は歓迎,★東京23区内のオフィスビルや商業施設が中心★ 【勤務地例】 1.東京都新宿区西新宿6-14-1…,月給20万円〜29万円＋賞与（年2回） ※経験・能力を考慮の上、優遇します。,300万円～500万円,https://tenshoku.mynavi.jp/jobinfo-221831-4-9-1/?ty=0&searchId=1275580528&pageNum=9&showNo=11
410,株式会社ジェイエムエー | 日額保証あり/前払いOK/プライベート使用可のレンタル車あり☆,≪書類選考なし・全員面接≫ノルマ一切なし☆軽自動車で個人宅や企業様などへの配送をお任せします！★横乗り見学OK！★,◎経験・学歴・年齢不問★応募資格は普免のみ！書類選考なしの全員面接！稼ぎたい方・フリーな働き方をしたい方歓迎,◆原則自由/直行直帰OK ◎選べる業務エリア 必ずしもご希望に沿うことは難しいですが 案件に空きが…,完全出来高制 ☆報酬例☆ （1個あたり200〜500円） 1個350円×100個配達×25日の場合 350円×100個×25日…,500万円～1000万円,https://tenshoku.mynavi.jp/jobinfo-281853-4-1-1/?ty=0&searchId=1275580528&pageNum=9&showNo=12
411,"富士防災警備株式会社 | FUJI DR SECURITY Co. ,LTD.　◆月8～9日休み ◆退職金制度あり",■外資系オフィスやデータセンター、大使館での出入チェックや館内の巡回、モニターでの監視業務など,経験不問、未経験者大歓迎　◇日常英会話ができる方、英語を使った仕事の経験や留学経験のある方は大歓迎。20～60代まで幅広い年齢の方が活躍中！,【東京都】港区、千代田区（大手町、神谷町、広尾） 【神奈川県】横浜市港北区、川崎市宮前区 【大阪府…,"月給250,000〜300,000円＋各種手当 ※年齢や経験、能力等を考慮して、当社規定により優遇致します。 ※…",https://tenshoku.mynavi.jp/jobinfo-36054-4-77-1/?ty=0&searchId=1275580528&pageNum=9&showNo=13,
412,合同会社伊礼鉄筋工業 | ＼ 毎週日曜日休み★年間休日105日 ／ 電話での問合せも歓迎！,建物の”骨組み”となる鉄筋を加工し、組み立て作業を行っていただきます。★基本的には、機械のオペレーション業務が中心です。,★★未経験者・正社員デビューも大歓迎★★ ◎学歴・年齢・経験不問 ※残業は月22時間程度。ほとんどの社員が18時には退社します！,【 沖縄本社★転勤なし 】 沖縄県中頭郡中城村字泊504-1 ※U・Iターンも大歓迎 ※マイカー通…,月給20万円〜30万円 ＋ 諸手当 （ 残業代は全額支給 ） ※経験や年齢を考慮し決定します。 ★能力に応じ…,https://tenshoku.mynavi.jp/jobinfo-281374-4-2-1/?ty=0&searchId=1275580528&pageNum=9&showNo=14,
413,株式会社クラウドスミス | <自社内案件多数!>賞与年2回＋決算賞与/私服勤務/フレックスあり,経験やスキルに合わせてWEB系案件の設計～開発をお任せします。クライアント直案件も多く、新しい技術や早期から上流工程を経験することも可能です。,◎WEB系開発の経験者(未経験でも自己学習で相応のスキルがある方は歓迎) ◎PHP・JavaScript・Javaのいずれかの言語スキル必須 <社内の勉強会も充実!>,【転勤なし／UIターン歓迎！】 宮城県仙台市青葉区二日町13-18 ステーションプラザビル706…,年俸280万円〜500万円 ※経験・能力に応じて当社規定により優遇します ※試用期間3ヵ月あり（条件面変更…,280万円～500万円,https://tenshoku.mynavi.jp/jobinfo-281261-4-2-1/?ty=0&searchId=1275580528&pageNum=9&showNo=15
414,株式会社GLOBAL BEAUTY | 残業ゼロ＆完休2日制＊独立支援制度有＊将来のキャリア多彩,《将来は店長や店舗開発、事業責任者…な幅広いキャリアアップが可能♪》新たに立ち上げる飲食店で、店舗づくりから運営までをお任せします。,―★オープニングメンバーの募集です★―未経験・第二新卒・フリーターの方歓迎◎高卒以上◎35歳以下(若年層の長期キャリア形成を図るため),＼今年10月末に新店舗OPEN予定！お好み焼き居酒屋！／ 埼玉県新座市東北2-39-7 生光商事ビ…,【月給】35万円〜45万円 ＋ 賞与 ＋ 報奨金 ※年齢、経験、能力を考慮の上、優遇します。 ※待遇条件の…,500万円～850万円,https://tenshoku.mynavi.jp/jobinfo-251872-4-11-1/?ty=0&searchId=1275580528&pageNum=9&showNo=16
415,Leir Riche | レイアリッシェ/福山で2店舗展開/今後3年以内に複数店OPEN予定,【未経験でも目利きになれる！】ブランド品から骨董品、海外リユース商材などの買取業務をお任せ。新店舗もOPENするので店長を目指してください！,【未経験・第二新卒歓迎！】◎学歴不問／要普通自動車免許（AT限定可）◎フリーターから正社員を目指したい方などもぜひご応募ください,【U・Iターン歓迎／マイカー通勤可】 希望を考慮し、以下いずれかの店舗へ配属します。 Leir R…,月給 26万円〜50万円＋諸手当 ※上記はあくまで最低保証額です。 　年齢、経験、能力を考慮の上、優遇し…,300万円～500万円,https://tenshoku.mynavi.jp/jobinfo-281549-4-2-1/?ty=0&searchId=1275580528&pageNum=9&showNo=17
416,株式会社CoolClimb | <クールクライム>手に職を付けて収入UP／月給23万円～スタート！,"【未経験""大""歓迎！】商業施設、学校、工場など空調設備の設置・メンテナンス業務／まずは工具の使い方や先輩の補助から始めるので未経験でも安心！",20代の若手活躍中! <学歴・性別不問/人柄重視の採用> ◎要免許(AT限定可) ◎手に職をつけたい、稼ぎたい、楽しく働きたい…そんな方はぜひご応募を!,【転勤なし／マイカー通勤OK】 宮城県仙台市太白区羽黒台5-24 ※社用車での通勤もOK ※マイカ…,月給23万円〜30万円 ※経験・年齢・資格を考慮の上、当社規定により優遇します。 ※試用期間6ヶ月(同条…,https://tenshoku.mynavi.jp/jobinfo-280956-4-2-1/?ty=0&searchId=1275580528&pageNum=9&showNo=18,
417,グローバルハウジング株式会社 | ★12月に大阪支店開設！オープニング募集★好きな街で活躍♪,〔年収1000万円の女性社員や、入社1年で年収960万円の先輩も活躍中〕中古の不動産物件を仕入れ⇒流行や地域のニーズに応じリノベーション⇒価値を再生,// 20～30代中心に活躍中！ //◎不動産仕入れの実務経験をお持ちの方(年数不問) ◎要普免(AT可) ◎高卒以上 ★転勤なし ★経験次第で即管理職へも！,【大阪積極採用中♪東京・福岡・大阪、希望に応じて配属】 本社／東京都板橋区赤塚新町1-22-7 1…,月給35万〜43万円＋高率インセンティブ10％＋賞与+報奨金 ※経歴や能力を考慮し、当社規定により優遇し…,500万円～2000万円,https://tenshoku.mynavi.jp/jobinfo-190036-4-27-1/?ty=0&searchId=1275580528&pageNum=9&showNo=19
418,有限会社高橋タイル | 地域密着のタイル工事専門企業！10年連続売上UP！,【マイナビ転職からの入社実績あり／同期と一緒に活躍できる♪】一般住宅、マンション、公共施設、大型ショッピングモールなどのタイル張りをお任せ,【未経験・第二新卒歓迎！】◇30歳以下の方 ◇経験・性別不問！ ◇要運転免許（AT可） ★モノづくりが好きな方歓迎！人物重視の採用です,【転勤なし！】 岩手県盛岡市本宮3-37-28 ※マイカー通勤OK！,"月給：165,000円〜310,000円 ※年齢・経験等を考慮し、当社規定により決定いたします。 ◎モデル年収 年…",200万円～400万円,https://tenshoku.mynavi.jp/jobinfo-251087-4-3-1/?ty=0&searchId=1275580528&pageNum=9&showNo=20
419,株式会社LIV | 大手芸能プロダクションと提携！応募～内定まで1週間以内！,【芸能プロモーション事業のスターティングメンバー】新人タレントの発掘、タレントの育成、営業、マネジメント・キャスティング業務などを担当！,【未経験・第二新卒歓迎／20代中心に活躍中】「エンタメ業界に挑戦したい」「コミュ力には自信がある」「営業経験を活かしたい」…そんな方を歓迎！,★転勤なし！ 東京都渋谷区神宮前3丁目28番9号 ストリングA棟,月給22万円〜50万円 + インセンティブ（7万円〜15万円／1案件） ※経験・年齢・スキル・前職の給与額を …,300万円～700万円,https://tenshoku.mynavi.jp/jobinfo-255180-4-4-1/?ty=0&searchId=1275580528&pageNum=9&showNo=21
420,株式会社三重建築総合オフィス | ＼マイナビ転職から入社した先輩活躍中／◎愛知県からも通勤県内,＜スケジュール管理もお任せ！裁量大きく活躍できます！＞建築設計者として、計画段階から建物の竣工までトータルで担当していただきます。,＜年収600万円以上可能！経験やスキルを高く評価して優遇します＞「建築士資格(2級・1級)」をお持ちの方※設計経験、施工管理の経験がある方もOK,【UIターン転職応援！★愛知県からも1時間圏内｜近鉄「白子駅」徒歩2分】 三重県鈴鹿市白子駅前28…,【月給25万円〜45万円】＋手当 ＋賞与 ★年収600万円以上可能 ★前職給を考慮!これまで給与が下がった人…,350万円～600万円,https://tenshoku.mynavi.jp/jobinfo-262362-4-6-1/?ty=0&searchId=1275580528&pageNum=9&showNo=22
421,株式会社味泉 | 【創業41年】液体調味料の専門メーカー／オーダーメイドで開発,【工場全体の管理を担当】◆液体調味料の製造にかかわる、生産スケジュール等の管理や品質・衛生管理、スタッフマネジメントなどをお任せします,【年齢不問・将来の幹部候補募集】◆製造工場で実務経験をお持ちの方 ◆マネジメント経験がある方 ◆食品工場・調味料メーカー経験者は尚優遇,◆転勤なし・八千代緑が丘駅から車で5分・マイカー通勤OK！ 【本社】 千葉県八千代市吉橋1078…,"月給350,000円〜650,000円 ※経験・年齢を考慮の上、当社規定により優遇します。 ※上記の月給には固定…",500万円～850万円,https://tenshoku.mynavi.jp/jobinfo-181938-4-9-1/?ty=0&searchId=1275580528&pageNum=9&showNo=23
422,"有限会社福田興業 | ◆大型連休はMAX「10連休」◆未経験でも月収27万5,000円以上可能",住宅の土台作りとなる基礎工事をお任せします ★未経験の方も全く心配なし！★資格取得支援制度あり！簡単な作業からお任せします。,《年齢・学歴・経験一切不問！》《面接1回！人物重視の採用》◆要普免（MT車）◆ゼロから手に職を付けたい方歓迎！◆稼げる会社で働きたい方も！,【転勤なし／マイカー通勤OK】 ☆資材置場からみんなで現場へ向かいます。 東京都東大和市仲原3-1…,"日給：1万1,000円〜 ＜モデル月収例＞ ★月収27万5,000円（25日勤務+諸手当／未経験入社1年目） ※年齢…",https://tenshoku.mynavi.jp/jobinfo-279133-4-2-1/?ty=0&searchId=1275580528&pageNum=9&showNo=24,
423,株式会社SDインテリア | ＜3期連続増収益＞土日休みも可能／18時には帰宅可能！,《 官公庁・商業施設・ビルなどの電気工事 》色んな建物に「光を灯す」役割！★近隣エリアの日帰り案件ばかりなので、毎日きちんと家に帰れます。,《 未経験者から経験者まで大歓迎 》20～30代活躍中! ◎要普免(AT限定可) ◎経験者は優遇します！★資格取得すれば、報奨金もあり！,◆転勤なし◆現地への直行直帰！ 愛知県内の各現場 ＜本社＞ 愛知県名古屋市港区宝神1-59 …あお…,◆月給30万円〜40万円＋各種手当 ※年齢や経験に応じて優遇いたします。 ※未経験の方は月給20万円になり…,350万円～550万円,https://tenshoku.mynavi.jp/jobinfo-252013-4-3-1/?ty=0&searchId=1275580528&pageNum=9&showNo=25
424,株式会社ウンノハウス | ☆完全週休2日制☆【研修・勉強会などスキルUPできる環境豊富】,全体的な色柄バランス提案を含めたトータル的なコーディネートから住宅設備まで、当社が手がける住宅の家具や照明などインテリアコーディネートを担当,インテリアコーディネーターの有資格または、各種ショールーム等での接客・コーディネート提案実務経験者 ★二級建築士の有資格は歓迎,【福島支店】 福島県福島市吉倉字前田25-5 <アクセス>福島駅より車で10分 【UIターン歓迎！…,年俸制360万円〜420万円＋賞与 ※経験・年齢を考慮の上、当社規定により優遇します。 ※固定残業代(30時…,480万円～560万円,https://tenshoku.mynavi.jp/jobinfo-262342-5-16-1/?ty=0&searchId=1275580528&pageNum=9&showNo=26
425,タカマツハウス株式会社 | 【東証1部・高松コンストラクショングループ】★年間休日127日,【高松建設を主軸にもつグループ＝確かな商品力】用地仕入れ～自社ブランド分譲住宅の企画、販売までトータルにお任せします★OJT×チーム制の安心感,【未経験・第二新卒OK／学歴不問】社会人経験がある方(職種・業種不問)　★住宅売買経験者・宅建資格保有者は優遇★20~30代活躍中,★転勤なし ★UIターン歓迎 ★東京・横浜で募集中！ 【オフィス】 ■恵比寿営業所 東京都渋谷区広…,【月給30万円以上】＋時間外手当＋インセンティブ＋賞与2回 ★前給以上を保証(住宅売買営業の経験者) …,420万円～840万円,https://tenshoku.mynavi.jp/jobinfo-283651-5-1-1/?ty=0&searchId=1275580528&pageNum=9&showNo=27
426,株式会社木村土建 | 【創業91年】両毛エリアを中心に案件をお任せ！,【元請け案件がほとんど⇒自由度が高い！】◆官民を問わない住宅・工場・学校などの建築工事を担当★現場は基本車で30分圏内…だから残業も少ない♪,◆建築施工管理技士(1級/2級)をお持ちの方→これから資格をとりたい現場経験者のチャレンジもOK！★転勤もなく佐野に根付いて働ける,《転勤なし&通勤使用OKの社用車貸与&住宅手当あり》 ◆栃木県佐野市戸奈良町1299-2,【月給】 ・1級建築施工管理技士資格者：40万円〜 ・2級資格者：30万円〜 ・現場経験者(資格なし)：25万…,https://tenshoku.mynavi.jp/jobinfo-278091-5-12-1/?ty=0&searchId=1275580528&pageNum=9&showNo=28,
